bathrooms,bedrooms,yearBuilt,propTax,livingArea,lot_size_sqf,schlRnk,hoa,garageSpaces,hasFireplace,basement,latitude,longitude
2.0,3.0,1899.0,0.87,1296.0,5100.0,6.0,0.0,0,1.0,1,40.639259338378906,-74.13794708251953
3.0,3.0,1951.0,0.87,1676.0,3700.0,4.0,0.0,2,0.0,1,40.62672424316406,-74.11443328857422
4.0,7.0,1965.0,0.84,,1742.4,,0.0,0,0.0,1,40.748756408691406,-73.85572052001953
4.0,4.0,2006.0,0.87,2520.0,3750.0,7.0,0.0,1,0.0,1,40.57479476928711,-74.11885070800781
2.0,2.0,2004.0,0.87,1354.0,500.0,7.0,140.0,1,0.0,0,40.5644760131836,-74.18473052978516
3.0,3.0,1995.0,0.87,1534.0,2925.0,5.0,0.0,0,0.0,1,40.59032440185547,-74.16313171386719
4.0,5.0,1975.0,0.87,1560.0,3570.0,4.0,0.0,1,0.0,1,40.61205673217773,-74.16092681884766
4.0,4.0,2005.0,0.87,2350.0,4000.0,7.0,0.0,1,1.0,1,40.548126220703125,-74.18656158447266
3.0,6.0,1899.0,0.87,1888.0,2500.0,3.0,0.0,0,0.0,1,40.63627624511719,-74.13578033447266
3.0,3.0,1997.0,0.87,1333.0,2520.0,5.0,25.0,0,0.0,1,40.589481353759766,-74.14646911621094
2.0,3.0,1950.0,0.87,1020.0,3243.0,7.0,0.0,0,0.0,1,40.60441589355469,-74.12776947021484
2.0,3.0,1978.0,0.87,1441.0,2331.0,8.0,160.0,0,0.0,0,40.55107879638672,-74.19207763671875
2.0,3.0,1988.0,0.87,1159.0,1638.0,5.0,65.0,0,0.0,0,40.62390899658203,-74.16021728515625
3.0,3.0,1984.0,0.87,2100.0,1600.0,6.0,204.0,0,0.0,1,40.54955291748047,-74.21231079101562
2.0,3.0,1960.0,0.87,1312.0,2395.0,7.0,0.0,0,0.0,1,40.58573913574219,-74.10246276855469
2.0,3.0,1925.0,0.87,1144.0,4235.0,4.0,0.0,0,0.0,1,40.61886978149414,-74.0816421508789
3.0,5.0,1973.0,0.87,1868.0,3784.0,4.0,0.0,2,0.0,1,40.62618637084961,-74.11896514892578
4.0,4.0,2020.0,0.87,3500.0,4089.0,10.0,0.0,1,1.0,1,40.53239440917969,-74.18558502197266
4.0,5.0,1960.0,0.87,3500.0,8120.0,7.0,0.0,2,1.0,1,40.548606872558594,-74.14432525634766
2.0,2.0,1987.0,0.87,1248.0,888.0,4.0,181.0,0,0.0,0,40.60778427124024,-74.08296966552734
3.0,3.0,1965.0,0.87,1184.0,2380.0,9.0,0.0,0,0.0,1,40.559669494628906,-74.11251068115234
3.0,3.0,1975.0,0.87,1332.0,3300.0,6.0,0.0,0,0.0,1,40.56158828735352,-74.17484283447266
3.0,3.0,1980.0,0.87,1352.0,2400.0,5.0,0.0,1,0.0,0,40.59034729003906,-74.15486907958984
3.0,4.0,2018.0,0.87,4200.0,5000.0,9.0,0.0,2,1.0,0,40.49916458129883,-74.23998260498047
2.0,3.0,1970.0,0.87,1898.0,4000.0,4.0,0.0,1,0.0,0,40.61111831665039,-74.16537475585938
5.0,7.0,1994.0,0.87,2797.0,3700.0,5.0,0.0,0,1.0,1,40.58795928955078,-74.14920806884766
2.0,3.0,2003.0,0.87,1900.0,1498.0,3.0,0.0,2,0.0,0,40.57678985595703,-74.0970458984375
5.0,4.0,1999.0,0.87,3480.0,6875.0,8.0,0.0,1,1.0,1,40.525123596191406,-74.2099838256836
2.0,3.0,1975.0,0.87,1184.0,2600.0,4.0,0.0,0,0.0,1,40.60796356201172,-74.16903686523438
3.0,3.0,1996.0,0.87,1300.0,2000.0,3.0,0.0,0,0.0,1,40.57324600219727,-74.09120178222656
2.0,3.0,1950.0,0.87,960.0,3930.0,6.0,0.0,0,0.0,1,40.59725570678711,-74.07272338867188
2.0,3.0,1979.0,0.87,1567.0,1567.0,8.0,176.0,1,0.0,0,40.55026626586914,-74.1927261352539
2.0,3.0,1965.0,0.87,1748.0,2250.0,7.0,0.0,0,0.0,1,40.61829376220703,-74.13574981689453
5.0,6.0,2018.0,0.87,2500.0,4998.0,6.0,55.0,1,0.0,1,40.5447883605957,-74.2215576171875
2.0,3.0,2000.0,0.87,1400.0,2750.0,6.0,0.0,0,0.0,1,40.632957458496094,-74.1460189819336
2.0,2.0,1940.0,0.87,1108.0,4000.0,7.0,0.0,1,0.0,1,40.61868667602539,-74.11868286132812
3.0,3.0,2019.0,0.87,1693.0,1920.0,7.0,0.0,0,0.0,0,40.56293487548828,-74.0992660522461
2.0,3.0,1915.0,0.87,1120.0,2185.0,3.0,0.0,0,0.0,0,40.589141845703125,-74.07299041748047
5.0,4.0,2005.0,0.87,1775.0,3580.0,7.0,0.0,0,0.0,1,40.53511047363281,-74.19990539550781
1.0,3.0,1940.0,0.87,960.0,4000.0,7.0,0.0,0,0.0,1,40.50616455078125,-74.23809814453125
3.0,4.0,1965.0,0.95,1728.0,1306.8,4.0,0.0,1,0.0,0,40.88140869140625,-73.85758972167969
3.0,3.0,1960.0,0.84,1566.0,3484.8,8.0,0.0,1,0.0,1,40.787967681884766,-73.7835693359375
3.0,3.0,2004.0,0.87,1202.0,2170.0,7.0,85.0,0,0.0,1,40.59480285644531,-74.18267059326172
3.0,3.0,1980.0,0.87,1152.0,2500.0,6.0,0.0,0,0.0,1,40.58037185668945,-74.08675384521484
2.0,3.0,2000.0,0.87,1300.0,1680.0,7.0,0.0,0,0.0,1,40.5760383605957,-74.16371154785156
5.0,6.0,2019.0,0.87,2650.0,4000.0,7.0,0.0,1,0.0,1,40.54327392578125,-74.1819076538086
3.0,3.0,2004.0,0.87,2070.0,1470.0,2.0,0.0,0,0.0,1,40.62585067749024,-74.1287612915039
2.0,4.0,1965.0,0.87,1112.0,4000.0,7.0,0.0,0,0.0,1,40.53698348999024,-74.20142364501953
3.0,2.0,2003.0,0.87,1200.0,1300.0,3.0,0.0,0,0.0,1,40.57071304321289,-74.0979995727539
3.0,3.0,1993.0,0.87,1448.0,1438.0,5.0,36.0,0,0.0,1,40.58416366577149,-74.14994049072266
3.0,6.0,1955.0,0.87,4000.0,6960.0,7.0,0.0,1,0.0,1,40.59839630126953,-74.12527465820312
4.0,4.0,1935.0,0.84,,2613.6,8.0,0.0,1,1.0,1,40.72148132324219,-73.87227630615234
2.0,3.0,1970.0,0.87,1332.0,3255.0,5.0,0.0,0,0.0,1,40.59373474121094,-74.15677642822266
3.0,3.0,,0.84,,2613.6,8.0,0.0,1,0.0,1,40.678653717041016,-73.82999420166016
5.0,6.0,2019.0,0.87,2500.0,4335.0,6.0,52.0,1,0.0,1,40.54415512084961,-74.2214126586914
3.0,4.0,1974.0,0.87,2240.0,4000.0,5.0,0.0,1,0.0,1,40.58930587768555,-74.1572265625
2.0,3.0,1922.0,0.87,1400.0,4000.0,7.0,0.0,1,0.0,1,40.57100677490234,-74.11455535888672
5.0,5.0,2006.0,0.87,4374.0,8740.0,8.0,0.0,1,1.0,1,40.52592468261719,-74.21196746826172
4.0,3.0,1991.0,0.87,1400.0,2760.0,7.0,0.0,0,0.0,1,40.5816535949707,-74.10539245605469
1.0,2.0,1985.0,0.87,883.0,1500.0,7.0,270.0,0,0.0,0,40.58602523803711,-74.16342163085938
3.0,4.0,1901.0,0.87,1700.0,5000.0,9.0,0.0,0,0.0,1,40.51473236083984,-74.24420166015625
2.0,3.0,1960.0,0.87,1248.0,4000.0,9.0,0.0,0,0.0,1,40.56420135498047,-74.1179428100586
2.0,4.0,1980.0,0.87,1924.0,3460.0,8.0,200.0,1,0.0,0,40.5517807006836,-74.20069122314453
3.0,3.0,1965.0,0.87,1440.0,2600.0,5.0,0.0,1,0.0,1,40.58880233764648,-74.15901184082031
7.0,6.0,2016.0,0.87,2301.0,3846.0,9.0,0.0,1,1.0,1,40.50910186767578,-74.2451171875
6.0,5.0,1983.0,0.87,2248.0,2400.0,8.0,0.0,2,1.0,0,40.5496826171875,-74.19593048095703
2.0,2.0,1989.0,0.87,1008.0,1204.0,8.0,70.0,0,0.0,1,40.54705810546875,-74.1989974975586
3.0,3.0,1950.0,0.84,1300.0,1306.8,9.0,0.0,1,0.0,1,40.72826766967773,-73.79243469238281
2.0,3.0,1920.0,0.87,1680.0,3600.0,7.0,0.0,0,1.0,1,40.62176513671875,-74.12467956542969
1.0,3.0,1935.0,0.87,1575.0,4000.0,7.0,0.0,1,0.0,1,40.61857986450195,-74.13021087646484
5.0,4.0,2001.0,0.87,2600.0,4000.0,10.0,0.0,1,1.0,1,40.52851486206055,-74.16949462890625
7.0,7.0,2018.0,0.87,3207.0,4400.0,7.0,0.0,1,1.0,1,40.5078353881836,-74.23914337158203
3.0,4.0,1955.0,0.87,1466.0,7509.0,4.0,0.0,0,0.0,1,40.64398193359375,-74.09466552734375
1.0,1.0,1980.0,0.87,680.0,680.0,5.0,330.0,0,0.0,0,40.59254455566406,-74.16048431396484
4.0,5.0,1965.0,0.87,2066.0,4500.0,6.0,0.0,0,0.0,1,40.59735870361328,-74.08808898925781
1.0,3.0,1920.0,0.87,1540.0,3800.0,3.0,0.0,0,0.0,1,40.57552719116211,-74.09415435791016
3.0,5.0,1970.0,0.87,2032.0,4000.0,4.0,0.0,1,0.0,0,40.61274719238281,-74.16503143310547
3.0,3.0,1950.0,0.87,3038.0,7020.0,8.0,0.0,0,1.0,1,40.52622604370117,-74.21708679199219
4.0,6.0,2018.0,0.87,2265.0,3300.0,4.0,0.0,1,0.0,1,40.63400650024414,-74.11592864990234
4.0,5.0,1985.0,0.87,1932.0,2500.0,7.0,0.0,1,0.0,0,40.55949783325195,-74.14460754394531
3.0,3.0,1960.0,0.84,1840.0,2178.0,9.0,0.0,1,0.0,1,40.67965316772461,-73.80807495117188
3.0,3.0,2002.0,0.87,1400.0,3075.0,4.0,0.0,0,0.0,1,40.60551071166992,-74.16902160644531
4.0,3.0,1980.0,0.87,1768.0,2898.0,5.0,0.0,0,0.0,1,40.585060119628906,-74.14836883544922
2.0,3.0,1965.0,0.65,960.0,2325.0,8.0,0.0,0,0.0,1,40.59283447265625,-73.97455596923828
3.0,4.0,1970.0,0.87,2234.0,4268.0,3.0,0.0,1,0.0,1,40.5793571472168,-74.09642791748047
2.0,3.0,1962.0,0.87,1161.0,3588.0,6.0,0.0,1,0.0,1,40.6023063659668,-74.09165954589844
3.0,4.0,1980.0,0.87,1776.0,3000.0,8.0,0.0,1,0.0,1,40.611576080322266,-74.1022720336914
2.0,4.0,1960.0,0.87,1600.0,4558.0,8.0,0.0,2,0.0,1,40.61009979248047,-74.13258361816406
3.0,4.0,1927.0,0.87,2300.0,6320.0,4.0,0.0,1,1.0,1,40.62348175048828,-74.10459899902344
1.0,3.0,1950.0,0.87,1008.0,4085.0,5.0,0.0,1,0.0,1,40.62071990966797,-74.14391326904297
5.0,6.0,1982.0,0.87,2368.0,3083.0,5.0,0.0,1,0.0,1,40.58595657348633,-74.15223693847656
4.0,4.0,2011.0,0.87,3275.0,5450.0,9.0,0.0,1,1.0,1,40.57876586914063,-74.12450408935547
2.0,3.0,1990.0,0.87,1190.0,1892.0,5.0,242.0,0,0.0,0,40.58787536621094,-74.1640853881836
4.0,3.0,2003.0,0.87,1470.0,3300.0,5.0,0.0,0,0.0,0,40.638370513916016,-74.16647338867188
3.0,5.0,1955.0,0.84,,7840.799999999999,7.0,0.0,2,0.0,0,40.75280380249024,-73.7822036743164
4.0,3.0,2013.0,0.87,1400.0,2323.0,7.0,0.0,0,0.0,1,40.56450271606445,-74.10804748535156
1.0,2.0,1989.0,0.87,1348.0,988.0,7.0,30.0,1,0.0,0,40.592811584472656,-74.18619537353516
3.0,3.0,2001.0,0.87,1256.0,2225.0,9.0,70.0,1,1.0,1,40.56657028198242,-74.1278076171875
3.0,3.0,1940.0,0.87,1045.0,3520.0,3.0,0.0,0,0.0,1,40.56573486328125,-74.10306549072266
3.0,4.0,1900.0,0.87,1638.0,6750.0,2.0,0.0,0,0.0,1,40.64637756347656,-74.08686828613281
3.0,3.0,1970.0,0.87,1736.0,3338.0,8.0,188.0,1,0.0,1,40.55515670776367,-74.19606018066406
6.0,5.0,2009.0,0.87,4800.0,7956.0,7.0,510.0,2,1.0,1,40.50489044189453,-74.22940826416016
4.0,4.0,2018.0,0.87,3480.0,5000.0,7.0,20.0,1,1.0,1,40.51395034790039,-74.23249816894531
3.0,3.0,1980.0,0.87,1452.0,2523.0,5.0,0.0,0,0.0,1,40.59113693237305,-74.15376281738281
2.0,1.0,1996.0,0.87,929.0,353.0,7.0,117.0,1,0.0,0,40.56197738647461,-74.18678283691406
2.0,3.0,1975.0,0.87,2272.0,3760.0,8.0,250.0,1,1.0,0,40.550384521484375,-74.19801330566406
1.0,1.0,1985.0,0.87,1104.0,1104.0,2.0,1026.0,0,1.0,0,40.63841247558594,-74.07495880126953
1.0,3.0,1960.0,0.87,949.0,4480.0,9.0,0.0,0,0.0,1,40.51238250732422,-74.24049377441406
2.0,3.0,1965.0,0.87,1332.0,3200.0,8.0,0.0,0,0.0,1,40.59992599487305,-74.13792419433594
2.0,3.0,1978.0,0.87,1441.0,2331.0,8.0,160.0,0,0.0,0,40.55119323730469,-74.19159698486328
3.0,3.0,2000.0,0.87,1800.0,1700.0,5.0,55.0,0,0.0,1,40.6356315612793,-74.1533432006836
4.0,3.0,2005.0,0.87,1592.0,2600.0,5.0,0.0,2,0.0,1,40.54111099243164,-74.17192840576172
3.0,5.0,2008.0,0.87,2184.0,3290.0,6.0,0.0,1,0.0,1,40.59401321411133,-74.0711898803711
2.0,3.0,1970.0,0.87,1330.0,6000.0,9.0,0.0,1,0.0,1,40.5777587890625,-74.12054443359375
2.0,3.0,1925.0,0.95,1920.0,4791.6,9.0,0.0,2,0.0,1,40.896427154541016,-73.87509155273438
2.0,2.0,1987.0,0.87,1400.0,1287.0,8.0,63.0,1,0.0,0,40.556549072265625,-74.19852447509766
2.0,3.0,1920.0,0.95,1916.0,2178.0,3.0,0.0,1,0.0,1,40.88459396362305,-73.86416625976562
2.0,3.0,1935.0,0.87,1548.0,4000.0,4.0,0.0,1,1.0,1,40.63474655151367,-74.10018920898438
5.0,8.0,2005.0,0.87,1920.0,3600.0,7.0,0.0,1,1.0,1,40.533451080322266,-74.2011489868164
2.0,3.0,1984.0,0.87,1011.0,800.0,7.0,290.0,0,0.0,0,40.62222290039063,-74.16434478759766
2.0,2.0,1950.0,0.87,1552.0,8000.0,7.0,0.0,1,1.0,1,40.57604217529297,-74.10945892333984
3.0,3.0,1960.0,0.95,1566.0,1742.4,4.0,0.0,1,0.0,1,40.87067413330078,-73.86270141601562
2.0,3.0,1950.0,0.84,,2613.6,3.0,0.0,0,0.0,1,40.69938278198242,-73.77860260009766
2.0,2.0,1990.0,0.87,1319.0,1428.0,8.0,90.0,1,0.0,1,40.546165466308594,-74.19537353515625
2.0,3.0,2019.0,0.87,1130.0,2000.0,3.0,0.0,2,0.0,0,40.57192611694336,-74.09586334228516
2.0,4.0,1945.0,0.84,1324.0,3920.3999999999996,8.0,0.0,0,0.0,1,40.73848342895508,-73.82814025878906
3.0,3.0,1997.0,0.87,1280.0,2400.0,6.0,0.0,1,0.0,1,40.58616638183594,-74.0903549194336
3.0,4.0,1960.0,0.87,1873.0,3999.0,9.0,0.0,1,0.0,0,40.55971145629883,-74.11023712158203
1.0,3.0,1925.0,0.87,1460.0,4000.0,8.0,0.0,1,0.0,1,40.61888885498047,-74.10014343261719
5.0,5.0,2014.0,0.87,2460.0,4100.0,7.0,0.0,1,0.0,1,40.539283752441406,-74.19593811035156
5.0,8.0,1989.0,0.95,3381.0,3920.3999999999996,4.0,0.0,1,0.0,1,40.88362121582031,-73.83757019042969
2.0,3.0,1975.0,0.87,1298.0,3525.0,7.0,0.0,0,0.0,1,40.53792953491211,-74.1490249633789
2.0,3.0,1985.0,0.87,1320.0,2000.0,3.0,0.0,0,0.0,1,40.59260177612305,-74.08116912841797
4.0,4.0,1999.0,0.87,2440.0,4300.0,7.0,0.0,2,1.0,1,40.59621047973633,-74.09334564208984
3.0,3.0,1970.0,0.87,1440.0,2490.0,8.0,0.0,0,0.0,1,40.6036262512207,-74.1363754272461
2.0,3.0,1984.0,0.87,1339.0,1170.0,8.0,0.0,1,0.0,1,40.55230712890625,-74.1982192993164
2.0,3.0,1940.0,0.87,3011.0,8000.0,8.0,0.0,1,1.0,1,40.54837417602539,-74.19019317626953
3.0,2.0,1987.0,0.87,1152.0,960.0,8.0,225.0,0,0.0,0,40.55209732055664,-74.20079803466797
2.0,3.0,1976.0,0.87,1088.0,2392.0,3.0,0.0,0,0.0,1,40.58045196533203,-74.09751892089844
2.0,3.0,1980.0,0.87,1560.0,2328.0,5.0,0.0,1,0.0,1,40.58811950683594,-74.15442657470703
2.0,3.0,1975.0,0.87,1408.0,1828.0,8.0,63.0,1,0.0,1,40.5570068359375,-74.19670867919922
2.0,3.0,1899.0,0.87,1248.0,2200.0,2.0,0.0,0,0.0,1,40.62862777709961,-74.12841033935547
2.0,3.0,1950.0,0.87,864.0,3864.0,7.0,0.0,0,0.0,1,40.59245681762695,-74.0927734375
4.0,3.0,2019.0,0.87,2100.0,3150.0,9.0,55.0,2,1.0,1,40.568641662597656,-74.14276885986328
2.0,2.0,1989.0,0.87,1192.0,2291.0,7.0,0.0,1,0.0,0,40.59269714355469,-74.18517303466797
3.0,4.0,2018.0,0.87,1680.0,3045.0,8.0,76.0,0,0.0,1,40.60683822631836,-74.14952087402344
2.0,3.0,1965.0,0.87,1140.0,2375.0,9.0,0.0,0,0.0,1,40.55781555175781,-74.13054656982422
4.0,4.0,2018.0,0.87,2240.0,4427.0,6.0,38.0,2,0.0,1,40.5454330444336,-74.22116088867188
4.0,5.0,1980.0,0.87,2080.0,2700.0,8.0,400.0,1,0.0,1,40.54931640625,-74.1928482055664
3.0,3.0,2005.0,0.87,1744.0,1688.0,9.0,0.0,1,1.0,1,40.509307861328125,-74.24463653564453
4.0,3.0,1988.0,0.87,2112.0,2000.0,8.0,250.0,1,0.0,1,40.51565933227539,-74.20364379882812
2.0,3.0,1975.0,0.87,1216.0,2500.0,9.0,0.0,0,0.0,1,40.557010650634766,-74.11811065673828
2.0,3.0,1965.0,0.95,1190.0,1742.4,8.0,0.0,0,0.0,1,40.83305358886719,-73.82107543945312
2.0,3.0,1984.0,0.87,1339.0,1170.0,8.0,16.0,1,0.0,1,40.55231475830078,-74.19817352294922
1.0,4.0,1955.0,0.87,840.0,3800.0,7.0,0.0,0,0.0,1,40.614627838134766,-74.13783264160156
3.0,3.0,1931.0,0.84,,2178.0,7.0,0.0,0,0.0,1,40.72638320922852,-73.86819458007812
4.0,5.0,1965.0,0.87,2270.0,4488.0,4.0,0.0,1,0.0,0,40.59555435180664,-74.16424560546875
3.0,3.0,2005.0,0.87,1660.0,2040.0,7.0,70.0,1,0.0,1,40.541011810302734,-74.14495086669922
2.0,2.0,1955.0,0.84,,1742.4,9.0,0.0,0,0.0,1,40.70649337768555,-73.86398315429688
4.0,4.0,2002.0,0.87,3200.0,5000.0,7.0,0.0,1,0.0,1,40.5030632019043,-74.23976135253906
6.0,6.0,1955.0,0.87,3840.0,7310.0,4.0,0.0,3,0.0,1,40.64126586914063,-74.09906005859375
4.0,7.0,1996.0,0.87,2700.0,2600.0,6.0,85.0,1,0.0,0,40.5393180847168,-74.22229766845703
3.0,3.0,1950.0,0.87,1600.0,3000.0,7.0,0.0,0,0.0,1,40.61383438110352,-74.1259765625
3.0,3.0,1980.0,0.87,1152.0,2500.0,6.0,0.0,0,0.0,1,40.58063888549805,-74.08727264404297
1.0,2.0,1930.0,0.87,950.0,3040.0,3.0,0.0,1,1.0,0,40.577598571777344,-74.09590148925781
2.0,3.0,1960.0,0.87,1056.0,4000.0,7.0,0.0,0,0.0,1,40.62247467041016,-74.13921356201172
4.0,5.0,2000.0,0.87,3000.0,4000.0,7.0,0.0,1,1.0,1,40.54520034790039,-74.18572235107422
3.0,3.0,1955.0,0.87,1120.0,4350.0,7.0,0.0,0,0.0,1,40.59855270385742,-74.11852264404297
6.0,5.0,1985.0,0.87,4300.0,4800.0,7.0,0.0,1,1.0,0,40.51123428344727,-74.23084259033203
2.0,6.0,1940.0,0.95,2500.0,2613.6,6.0,0.0,1,0.0,1,40.83066177368164,-73.8586654663086
3.0,3.0,2004.0,0.87,1050.0,1695.0,2.0,0.0,0,0.0,1,40.63809967041016,-74.11621856689453
2.0,6.0,2007.0,0.95,2000.0,1742.4,6.0,0.0,0,0.0,1,40.89125061035156,-73.84465789794922
2.0,3.0,1920.0,0.95,1208.0,1306.8,8.0,0.0,0,0.0,1,40.83346939086914,-73.81971740722656
4.0,3.0,2015.0,0.87,1416.0,2297.0,5.0,0.0,0,0.0,1,40.6313362121582,-74.14009094238281
2.0,2.0,1996.0,0.87,1354.0,516.0,7.0,140.0,1,0.0,0,40.56318283081055,-74.18537139892578
2.0,3.0,1930.0,0.84,,1742.4,7.0,0.0,0,0.0,1,40.67946243286133,-73.82305145263672
2.0,4.0,1901.0,0.87,1800.0,4350.0,9.0,0.0,0,0.0,1,40.51067352294922,-74.25106811523438
2.0,2.0,1987.0,0.87,1420.0,1275.0,5.0,0.0,1,0.0,0,40.5361442565918,-74.14899444580078
3.0,4.0,1955.0,0.87,1296.0,4000.0,6.0,0.0,0,0.0,1,40.58207321166992,-74.1028823852539
4.0,6.0,1960.0,0.87,1800.0,4366.0,7.0,0.0,0,0.0,1,40.620147705078125,-74.13587951660156
2.0,3.0,1920.0,0.87,1300.0,3400.0,7.0,0.0,0,0.0,1,40.61955642700195,-74.13786315917969
2.0,3.0,1925.0,0.87,960.0,4000.0,3.0,0.0,0,0.0,1,40.591888427734375,-74.07685089111328
3.0,3.0,1925.0,0.95,2664.0,3920.3999999999996,8.0,0.0,0,0.0,1,40.8453369140625,-73.85051727294922
1.0,3.0,1948.0,0.87,532.0,3987.0,9.0,0.0,1,1.0,1,40.57529830932617,-74.12284088134766
2.0,2.0,1890.0,0.87,750.0,1635.0,7.0,0.0,0,0.0,1,40.615989685058594,-74.07266235351562
4.0,5.0,2001.0,0.87,2400.0,4070.0,7.0,0.0,1,1.0,1,40.515872955322266,-74.23941040039062
3.0,3.0,1995.0,0.87,1200.0,2345.0,5.0,0.0,0,0.0,1,40.59062957763672,-74.16258239746094
2.0,5.0,1965.0,0.87,2476.0,4500.0,4.0,0.0,1,0.0,0,40.60010528564453,-74.16728210449219
3.0,3.0,1950.0,0.87,2298.0,6250.0,4.0,0.0,2,1.0,1,40.63019561767578,-74.0989761352539
1.0,3.0,1930.0,0.87,1170.0,5000.0,5.0,0.0,0,0.0,1,40.62988662719727,-74.13404083251953
2.0,2.0,1989.0,0.87,1348.0,2232.0,2.0,0.0,1,0.0,0,40.63194274902344,-74.08409118652344
2.0,3.0,1965.0,0.87,1216.0,2500.0,9.0,0.0,0,0.0,1,40.5787467956543,-74.12288665771484
3.0,4.0,1915.0,0.87,2323.0,4000.0,7.0,0.0,0,0.0,1,40.59350204467773,-74.09734344482422
3.0,5.0,1915.0,0.95,,1742.4,7.0,0.0,2,0.0,1,40.8420524597168,-73.83049774169922
3.0,3.0,2005.0,0.87,2534.0,2960.0,3.0,0.0,0,1.0,0,40.57491683959961,-74.09687042236328
4.0,3.0,1989.0,0.87,1627.0,2112.0,9.0,75.0,0,0.0,1,40.546783447265625,-74.1377182006836
3.0,3.0,2006.0,0.87,1176.0,1716.0,2.0,52.0,0,0.0,1,40.63058853149414,-74.12474060058594
3.0,3.0,1997.0,0.87,2423.0,5000.0,9.0,0.0,1,1.0,1,40.50254821777344,-74.24307250976562
2.0,6.0,1960.0,0.87,2016.0,3120.0,4.0,0.0,0,0.0,1,40.63240814208984,-74.09550476074219
3.0,4.0,1995.0,0.87,2112.0,3215.0,7.0,75.0,1,0.0,1,40.53680038452149,-74.2228012084961
3.0,3.0,1975.0,0.87,1217.0,2133.0,7.0,0.0,0,0.0,1,40.61275863647461,-74.10585021972656
2.0,2.0,1991.0,0.87,1008.0,1690.0,8.0,90.0,0,0.0,1,40.54597473144531,-74.19547271728516
5.0,5.0,1987.0,0.87,4784.0,9600.0,7.0,0.0,2,1.0,1,40.5263557434082,-74.19947814941406
1.0,3.0,1920.0,0.87,1096.0,2500.0,4.0,0.0,1,0.0,1,40.63043594360352,-74.11333465576172
2.0,3.0,1957.0,0.95,1701.0,1742.4,4.0,0.0,0,0.0,1,40.88882064819336,-73.83570861816406
4.0,4.0,2013.0,0.87,4600.0,8400.0,9.0,0.0,6,1.0,1,40.49866485595703,-74.24019622802734
2.0,4.0,1930.0,0.84,1726.0,2613.6,6.0,0.0,0,0.0,1,40.68989562988281,-73.83232879638672
3.0,3.0,1950.0,0.84,,3920.3999999999996,4.0,0.0,0,0.0,1,40.71102523803711,-73.91656494140625
5.0,4.0,1970.0,0.87,2916.0,4000.0,4.0,0.0,1,1.0,0,40.61165618896485,-74.16490936279297
2.0,3.0,1960.0,0.87,1144.0,7140.0,7.0,0.0,1,1.0,1,40.52677154541016,-74.19972229003906
3.0,3.0,1960.0,0.95,1912.0,2613.6,4.0,0.0,2,0.0,1,40.8604736328125,-73.83739471435547
3.0,6.0,1970.0,0.87,2548.0,4200.0,7.0,0.0,1,0.0,1,40.614105224609375,-74.1100845336914
3.0,4.0,1970.0,0.87,1760.0,3040.0,5.0,0.0,1,0.0,1,40.58861923217773,-74.159912109375
2.0,3.0,1982.0,0.87,1420.0,3404.0,5.0,0.0,0,0.0,1,40.587493896484375,-74.15311431884766
3.0,5.0,1920.0,0.84,,2613.6,6.0,0.0,4,0.0,1,40.70833206176758,-73.8129653930664
2.0,3.0,1940.0,0.87,2880.0,4000.0,4.0,0.0,1,0.0,1,40.62842178344727,-74.11000061035156
3.0,3.0,1983.0,0.87,1890.0,2320.0,4.0,308.0,0,0.0,0,40.602630615234375,-74.17018127441406
1.0,3.0,1930.0,0.87,1100.0,2125.0,2.0,0.0,0,0.0,1,40.638893127441406,-74.07867431640625
2.0,3.0,1942.0,0.84,,6969.6,5.0,0.0,1,1.0,1,40.77937698364258,-73.75125885009766
4.0,5.0,1986.0,0.87,4752.0,10000.0,7.0,0.0,2,1.0,1,40.54520034790039,-74.19094848632812
2.0,3.0,1929.0,0.87,1408.0,4280.0,4.0,0.0,1,1.0,1,40.62569808959961,-74.10599517822266
3.0,4.0,1945.0,0.84,,3920.3999999999996,6.0,0.0,1,0.0,0,40.72510528564453,-73.80097961425781
2.0,3.0,2019.0,0.87,1130.0,2000.0,3.0,0.0,2,0.0,0,40.57192611694336,-74.09586334228516
4.0,3.0,2018.0,0.87,1344.0,2250.0,6.0,0.0,0,0.0,1,40.59471893310547,-74.06902313232422
3.0,5.0,1970.0,0.87,2008.0,4200.0,4.0,0.0,1,1.0,0,40.60474395751953,-74.1644287109375
3.0,3.0,1931.0,0.87,1260.0,2400.0,4.0,0.0,1,0.0,1,40.63300704956055,-74.09667205810547
3.0,4.0,2005.0,0.87,1580.0,3100.0,3.0,0.0,1,1.0,1,40.57734298706055,-74.09872436523438
3.0,4.0,1910.0,0.87,1492.0,2160.0,4.0,0.0,0,0.0,1,40.6343002319336,-74.09507751464844
2.0,3.0,1930.0,0.87,1264.0,3800.0,5.0,0.0,0,0.0,1,40.62200546264648,-74.14373016357422
1.0,2.0,1920.0,0.87,1200.0,2000.0,7.0,0.0,0,0.0,1,40.54043960571289,-74.14899444580078
3.0,4.0,1955.0,0.87,2202.0,6900.0,4.0,0.0,1,0.0,1,40.61381530761719,-74.16505432128906
5.0,4.0,2019.0,0.87,3000.0,5000.0,7.0,0.0,1,1.0,1,40.53610229492188,-74.202880859375
3.0,4.0,1960.0,0.87,1545.0,4000.0,7.0,0.0,1,0.0,1,40.57329177856445,-74.10916900634766
